"ime","cena","firma","kategorija","prodajalec","popust_procenti","popust_euro"
"LENOVO V15 G2 39,6 cm (15,6"")/i5-1135G7/8GB/512GB/W10H prenosni računalnik","589,99 €","LENOVO","Prenosni računalniki","Big Bang","0 %","0 €"
"APPLE MacBook Air 13"" M1 Chip 8-Core CPU/8-Core GPU/512GB SSD/CRO Space Grey prenosni računalnik","1.389,99 €","APPLE","Poslovni prenosniki","Big Bang","0 %","0 €"
"ASUS Rog Zephyrus G14 AW SE R9/16GB/1TB/RTX3050Ti/W10Pro prenosni računalnik","2.099,99 €","ASUS","Prenosni računalniki","Big Bang","0 %","0 €"
"ASUS ROG Zephyrus M16 GU603ZM-K8056 Core i9-12900H/40GB/1TB/RTX 3060/W11P gaming prenosni računalnik","2.097,99 €","ASUS","Prenosni računalniki","Big Bang","0 %","0 €"
"APPLE MacBook Pro 14: 35,6 cm (14"")/M2 PRO 16GB/512GB-CRO prenosni računalnik Silver","2.629,99 €","APPLE","Prenosniki za vsakdanjo uporabo","Big Bang","0 %","0 €"
"HP 15-dw3061nm 15.6 i5-1135G7 8 512 W11 prenosni računalnik","589,99 €","HP","Prenosniki za vsakdanjo uporabo","Big Bang","0 %","0 €"
"ONDA NOTEBOOK OLIVER 15,6' BLACK 8/256GB","437,99 €","ONDA","Prenosniki za vsakdanjo uporabo","Big Bang","0 %","0 €"
"HP 250 G8 3V5L6EA 15/i5/8GB/512GB/W10 prenosni računalnik","599,99 €","HP","Prenosniki za vsakdanjo uporabo","Big Bang","0 %","0 €"
"LENOVO Yoga Pro 9 i7-13705H/16"" 3.2K 165Hz/16GB/1TB/RTX 4050/W11H prenosni računalnik","2.365,99 €","LENOVO","Prenosni računalniki","Big Bang","0 %","0 €"
"TOSHIBA Dynabook Satellite Pro C40/14''/Celeron 5205U/4GB/128GB/Win 10P prenosni računalnik","199,99 €","Dynabook","Prenosni računalniki","Big Bang","0 %","0 €"
"HP 17-cp0071nm 43,9 cm (17,3"")/R3-5300U/AMD Radeon/8GB/256GB/W10 Home prenosni računalnik","449,99 €","HP","Prenosniki za vsakdanjo uporabo","Big Bang","0 %","0 €"
"LENOVO IdeaPad 5 Pro Ryzen 5 5600H/16GB/512GB/W11 Home prenosni računalnik","949,99 €","LENOVO","Prenosniki za vsakdanjo uporabo","Big Bang","0 %","0 €"
"HP 17-cn0063nm 17,3""/1600x900/i3-1115G4/8GB/256GB/W10 Home prenosni računlanik","679,99 €","HP","Prenosniki za vsakdanjo uporabo","Big Bang","0 %","0 €"
"ASUS TUF Dash F15 FX517ZC-HN111 Core i7-12650H/16GB/1TB/RTX 3050/W11H gaming prenosni računalnik","1.204,99 €","ASUS","Prenosni računalniki","Big Bang","0 %","0 €"
"MSI 39,6 cm (15,6&quot;) Katana GF66 1920x1080 IPS 144Hz i7-12700H/8GB/SSD512GB/BL/RTX3050-4GB/DOS prenosni računalnik","1.199,99 €","MSI","Multimedijski prenosniki","Big Bang","0 %","0 €"
"HP Laptop AMD Ryzen 5 5625U/39,6 cm (15,6"") FHD AG/8GB/512GB/PCIe AMD Radeon Integrated Graphics/W11H prenosni računalnik srebrn","769,99 €","HP","Prenosniki za vsakdanjo uporabo","Big Bang","0 %","0 €"
"HP 250 G8 4K814EA 15/i5/8GB/512GB/W11 prenosni računalnik","599,99 €","HP","Prenosni računalniki","Big Bang","0 %","0 €"
"HP ENVY x360 15-ey0001nn R7-5825U/16/512/W11 prenosni računalnik","1.099,99 €","HP","Prenosni računalniki","Big Bang","0 %","0 €"
"LENOVO IdeaPad 3 i5- 1135G7/8GB/512GB/W11H prenosni računalnik","599,99 €","LENOVO","Prenosniki za vsakdanjo uporabo","Big Bang","0 %","0 €"
"ASUS ROG Zephyrus M16 GU604VZ-NM008X/16''/i9/32GB/1TB/RTX 4080/W11 Pro prenosni računalnik","3.799,99 €","ASUS","Prenosni računalniki","Big Bang","0 %","0 €"
"APPLE CTO Macbook Air 13"" M2 prenosni računalnik","2.512,99 €","APPLE","Prenosniki za vsakdanjo uporabo","Big Bang","0 %","0 €"
"HP 17-cp0055nm 17,3""/1920x1080/R5-5500U/8GB/512GB/W11 Home prenosni računalnik","699,98 €","HP","Prenosniki za vsakdanjo uporabo","Big Bang","0 %","0 €"
"ACER PH18-71-92TN 18'' QHD 240 Hz/i9-13900HX/32GB/SSD 1TB/RTX 4080 12GB/NoOS prenosni računalnik","3.349,99 €","Acer","Prenosni računalniki","Big Bang","0 %","0 €"
"LENOVO IdeaPad 5 i5-1035G1/8/256/w10/mx330 prenosni računalnik","799,99 €","LENOVO","Prenosni računalniki","Big Bang","0 %","0 €"
"LENOVO IdeaPad Flex 5 R7 5700U/35,6 cm (14"")/16GB/512GB/W11H prenosni računalnik","839,99 €","LENOVO","Prenosniki za vsakdanjo uporabo","Big Bang","0 %","0 €"
"APPLE MacBook Pro 16 M2 PRO GPU/16G/1T-ZEE prenosni računalnik Space Gray","3.486,99 €","APPLE","Prenosniki za vsakdanjo uporabo","Big Bang","0 %","0 €"
"LENOVO IdeaPad 1 R3 5300U/39,6 cm (15,6"") FHD/8GB/256GB/UMA/W11H prenosni računalnik","365,49 €","LENOVO","Prenosniki za vsakdanjo uporabo","Big Bang","0 %","0 €"
"APPLE MacBook Pro 14 M2 PRO 16G/512G-ZEE prenosni računalnik Space Gray","2.617,99 €","APPLE","Prenosniki za vsakdanjo uporabo","Big Bang","0 %","0 €"
"APPLE MacBook Pro 16 M2 Max (12C/38C)/96GB/2TB/SLO Space Gray prenosni računalnik","5.895,99 €","APPLE","Prenosni računalniki","Big Bang","0 %","0 €"
"APPLE MacBook Air 15.3 M2 (8/10)/16GB/512GB/macOS Ventura/Space Grey prenosni računalnik","2.199,99 €","APPLE","Prenosni računalniki","Big Bang","0 %","0 €"
"ASUS ROG Zephyrus M16 GU603ZM-K8056 Core i9-12900H/40GB/1TB/RTX 3060/W11H gaming prenosni računalnik","2.049,99 €","ASUS","Prenosni računalniki","Big Bang","0 %","0 €"
"ASUS VivoBook 14 X413JA i3-1005G1/8GB/256GB/W10 Home prenosni računalnik","569,99 €","ASUS","Prenosniki za vsakdanjo uporabo","Big Bang","0 %","0 €"
"HP 17-cp0089nm 43,9 cm (17,3"")/R5-5500/8GB/512GB/W11 prenosni računalnik","759,99 €","HP","Prenosniki za vsakdanjo uporabo","Big Bang","0 %","0 €"
"ASUS Laptop 15 X515FA-EJ321T i3-10110U/8GB/512GB/W10 Home prenosni računalnik","629,99 €","ASUS","Prenosniki za vsakdanjo uporabo","Big Bang","0 %","0 €"
"LENOVO V15 G2 AMD Ryzen 3 5300U 39,6 cm (15,6"")/FHD/8GB/256GB/Free-DOS prenosni računalnik črn","348,99 €","LENOVO","Prenosniki za vsakdanjo uporabo","Big Bang","0 %","0 €"
"HP 14s-fq1010nm R5-5500/8GB/512GB/W11H prenosni računalnik","579,99 €","HP","Prenosniki za vsakdanjo uporabo","Big Bang","0 %","0 €"
"HP 15s-eq2135nm 39,6 cm (15,6"")/R3 5300/8GB/256GB/W11H prenosni računalnik","629,99 €","HP","Prenosniki za vsakdanjo uporabo","Big Bang","0 %","0 €"
"HP EliteBook 860 G9/16''/ i7-1255U/16GB/1TB SSD/W11P prenosni računalnik","1.783,99 €","HP","Prenosni računalniki","Big Bang","0 %","0 €"
"HP 17-ca2004na 17,3""/1600x900/R3-3250U/8/256/AMD Radeon Graphics/W10 Home prenosni računalnik","529,99 €","HP","Prenosniki za vsakdanjo uporabo","Big Bang","0 %","0 €"
"ASUS Vivobook K513EA-OLED-L511 i5-1135G7/16GB/1TB/W10 Home prenosni računalnik","976,99 €","ASUS","Prenosniki za vsakdanjo uporabo","Big Bang","0 %","0 €"
"LENOVO Yoga Slim 7 Pro Intel Core i7-1260P/35,6 cm (14"") 2.8K/16GB/512GB/UMA/W11H prenosni računalnik Cloud Grey","1.340,99 €","LENOVO","Prenosniki za vsakdanjo uporabo","Big Bang","0 %","0 €"
"MICROSOFT Surface Laptop Studio i7-11370H/32GB/1TB/3050Ti/W11 prenosni računalnik","3.019,99 €","MICROSOFT","Prenosniki za vsakdanjo uporabo","Big Bang","0 %","0 €"
"MICROSOFT Surface Book 3 13,5"" i5-1035G7/8GB/256GB/W10 Home prenosni računalnik","825,99 €","MICROSOFT","Prenosniki za vsakdanjo uporabo","Big Bang","0 %","0 €"
"LENOVO Yoga 7 Intel Core i7-1165G7 14inch FHD 16GB 512GB UMA W11H Slate Grey MT prenosni računalnik","1.328,99 €","LENOVO","Prenosniki za vsakdanjo uporabo","Big Bang","0 %","0 €"
"LENOVO Yoga Slim 7 Pro Intel Core i7-1260P/35,6 cm (14"") 2.8K/16GB/1TB/UMA/W11H prenosni računalnik Storm Grey","1.560,99 €","LENOVO","Prenosniki za vsakdanjo uporabo","Big Bang","0 %","0 €"
"ASUS ROG Zephyrus Duo 16 GX650PI-NM011X/16''/R9/32GB/2TB/RTX 4070/W11 Pro prenosni računalnik","4.059,99 €","ASUS","Prenosni računalniki","Big Bang","0 %","0 €"
"ASUS Vivobook K513EA-OLED-L511 39,6cm (15.6'')/i5/16GB/512GB/W10H prenosni računalnik srebrn","929,99 €","ASUS","Prenosniki za vsakdanjo uporabo","Big Bang","0 %","0 €"
"LENOVO ThinkBook 15 G2 Intel Core i5-1135G7/15.6""/FHD/8GB/512GB/UMA/W11 Pro prenosni računalnik","1.002,99 €","LENOVO","Poslovni prenosniki","Big Bang","0 %","0 €"
"RAZER Blade 15 Base FHD 120Hz, i7-10750H/16GB/256GB/GTX 1660 Ti/W10H gaming prenosni računalnik","1.681,99 €","Razer Blade","Gaming prenosniki","Big Bang","0 %","0 €"
"ACER ASPIRE 5 A515 39,6 cm (15,6"")/i3/8GB/256GB/W10S prenosni računalnik","397,99 €","Acer","Prenosniki za vsakdanjo uporabo","Big Bang","0 %","0 €"
"HP EliteBook 850 G8 39,6 cm (15,6"")/i7-1165G7/16GB/512GB SSD/W10P prenosni računalnik","1.349,99 €","HP","Prenosni računalniki","Big Bang","0 %","0 €"
"LENOVO Yoga Slim 7 35,6 cm (14"")/i5-1135G7/16GB/512GB/W10H prenosni računalnik","1.099,99 €","LENOVO","Prenosniki za vsakdanjo uporabo","Big Bang","0 %","0 €"
"LENOVO IdeaPad 3 82H900TBSC 43,9 cm (17,3"")/i7-1165G7/16GB/512GB/W11H prenosni računalnik","949,99 €","LENOVO","Prenosniki za vsakdanjo uporabo","Big Bang","0 %","0 €"
"ACER Aspire 5 A515-56 i5-1135G7/16GB/SSD 512GB/15,6'' FHD IPS/UMA/W11H prenosni računalnik","849,99 €","Acer","Prenosniki za vsakdanjo uporabo","Big Bang","0 %","0 €"
"HP ProBook 455 G8 39,6 cm (15,6"")/R7-5800U/AMD Radeon/16GB/1TB/W10P prenosni računalnik","1.072,99 €","HP","Prenosni računalniki","Big Bang","0 %","0 €"
"MICROSOFT i7/32/2T MS Surface Laptop Studio prenosni računalnik","3.449,99 €","MICROSOFT","Prenosniki za vsakdanjo uporabo","Big Bang","0 %","0 €"
"APPLE Macbook Air M1CHIP prenosni računalnik","1.439,99 €","APPLE","Prenosniki za vsakdanjo uporabo","Big Bang","0 %","0 €"
"HP EliteBook 860 G9 40,6 cm (16"")/i7-1255U/16GB/512GB SSD/W11P prenosni računalnik","1.699,99 €","HP","Prenosni računalniki","Big Bang","0 %","0 €"
"LENOVO IdeaPad 3 Intel 7505 43 cm (17"")/8GB/256GB/W11H prenosni računalnik","399,99 €","LENOVO","Prenosniki za vsakdanjo uporabo","Big Bang","0 %","0 €"
"LENOVO IP 3 43,9 cm (17,3"")/R7/12GB/512GB/W11H (82KV00DBSC) prenosni računalnik","879,99 €","LENOVO","Prenosniki za vsakdanjo uporabo","Big Bang","0 %","0 €"
"ASUS ZenBook Flip S UX371EA-HL910W 13,3""/3840x2160/i7-1165G7/16GB/1TB/W11 Home prenosni računalnik","1.749,99 €","ASUS","Prenosniki za vsakdanjo uporabo","Big Bang","0 %","0 €"
"MICROSOFT i7/16/512 MS Surface Laptop Studio prenosni računalnik","2.369,99 €","MICROSOFT","Prenosniki za vsakdanjo uporabo","Big Bang","0 %","0 €"
"HP 15s-eq2021nm 39,6 cm (15,6"")/R5-5500U/AMD Radeon/16GB/512GB/W10H prenosni računalnik","779,99 €","HP","Prenosniki za vsakdanjo uporabo","Big Bang","0 %","0 €"
"Asus ZenBook 14 UX3402ZA-OLED-KM521W 14''/i5/16GB/512GB/W11 Home prenosni računalnik","1.259,99 €","ASUS","Prenosniki za vsakdanjo uporabo","Big Bang","0 %","0 €"
"ASUS ZenBook 14 UX3402ZA-OLED-KM521W 14""/i5-1240P/16GB/512GB/Intel Iris XE/W11 Pro prenosni računalnik","1.229,99 €","ASUS","Prenosniki za vsakdanjo uporabo","Big Bang","0 %","0 €"
"DELL Inspiron 3502 15,6''/Pentium Silver N5030/8GB/256GB/W10HS prenosni računalnik","349,99 €","DELL","Prenosniki za vsakdanjo uporabo","Big Bang","0 %","0 €"
"Macbook pro 14 M2 PRO 32GB 1TB INT TIPKOVNICA","3.729,99 €","APPLE","Prenosniki za vsakdanjo uporabo","Big Bang","0 %","0 €"
"HP 15s-fq4018nm i5-1155G7/8/512/W11","619,99 €","HP","Prenosniki za vsakdanjo uporabo","Big Bang","0 %","0 €"
"LENOVO IdeaPad 3 AMD Ryzen 5 5500U/43,9 cm (17,3"")/8GB/512GB/UMA/DOS prenosni računalnik Arctic Grey","564,99 €","LENOVO","Prenosniki za vsakdanjo uporabo","Big Bang","0 %","0 €"
"DELL XPS 13 9310 13,4""/i7/16GB/512GB/W10P prenosnik","2.112,99 €","DELL","Prenosniki za vsakdanjo uporabo","Big Bang","0 %","0 €"
"HP 17-cp0093nm 43,9 cm (17,3"")/ R5 5500U/AMD Ryzen 5 5500U/8GB/256GB/W11H prenosni računalnik","709,99 €","HP","Prenosniki za vsakdanjo uporabo","Big Bang","0 %","0 €"
"LENOVO IDEAPAD 3 17.3"" HD/i3-1115G4/8GB/256GB/UMA/FREE-DOS prenosni računalnik","505,99 €","LENOVO","Prenosni računalniki","Big Bang","0 %","0 €"
"LENOVO IdeaPad 3 39,62 cm (15,6)""/R7 5700U/12GB/512GB/W11H prenosni računalnik","729,99 €","LENOVO","Prenosni računalniki","Big Bang","0 %","0 €"
"DELL Inspiron 3501 15,6''/i3/8GB/256GB/W10S prenosni računalnik","499,99 €","DELL","Prenosniki za vsakdanjo uporabo","Big Bang","0 %","0 €"
"LENOVO V15 IIL FHD 15,6""/i5-1035G1/8GB/512GB SSD/W10 Home prenosni računalnik","913,99 €","LENOVO","Prenosni računalniki","Big Bang","0 %","0 €"
"DYNABOOK Portege A30 prenosnik","255,99 €","Dynabook","Prenosniki za vsakdanjo uporabo","Big Bang","0 %","0 €"
"LENOVO V15 Intel Celeron N4020/39,6 cm (15,6"") FHD/4GB/256GB/Free-DOS prenosni računalnik iron grey","331,99 €","LENOVO","Prenosniki za vsakdanjo uporabo","Big Bang","0 %","0 €"
"MICROSOFT Surface Laptop 4 AMD Ryzen 7 4980U 15inch 8GB RAM 512GB SSD AMD Radeon Graphics W10H CEE EM Platinum Retail","1.829,99 €","MICROSOFT","Prenosniki za vsakdanjo uporabo","Big Bang","0 %","0 €"
"ASUS ExpertBook B1500CEAE-EJ2952 39,6 cm (15,6"")/i5-1135G7/Intel Iris Xe/16GB/512GB/W10P prenosni računalnik","860,99 €","ASUS","Prenosni računalniki","Big Bang","0 %","0 €"
"ASUS X415EA-EB511T 14""/i5/16GB/512GB/W10 Home prenosni računalnik","690,99 €","ASUS","Prenosniki za vsakdanjo uporabo","Big Bang","0 %","0 €"
"ASUS UN5401QA-OLED-KN721X Ryzen 7 5800H/16GB/512GB/W11 PRO prenosni računalnik","1.559,99 €","ASUS","Prenosniki za vsakdanjo uporabo","Big Bang","0 %","0 €"
"ASUS Vivobook PRO 16X N7600PC-OLED-L721X i7 / RTX 3050 / 16GB / 512GB SSD / 16"" UHD+ OLED / Windows 11 prenosni računalnik srebrn","1.891,99 €","ASUS","Prenosniki za vsakdanjo uporabo","Big Bang","0 %","0 €"
"LENOVO IdeaPad 3 39,6 cm (15,6"")/R5 5500U/12GB/512GB/W11H prenosni računalnik","599,99 €","LENOVO","Prenosniki za vsakdanjo uporabo","Big Bang","0 %","0 €"
"LENOVO ThinkBook 15 G2 Intel Core i7-1165G7/39,6 cm (15,6"")/FHD/16GB/512GB/UMA/DOS prenosni računalnik črn","1.148,99 €","LENOVO","Prenosniki za vsakdanjo uporabo","Big Bang","0 %","0 €"
"APPLE MacBook Pro 16: M2 PRO 12C CPU/19C GPU/32G/1TB/ANG tipkovnica prenosni računalnik Space Gray","3.969,99 €","APPLE","Prenosni računalniki","Big Bang","0 %","0 €"
"LENOVO IdeaPad 3 AMD Ryzen 3 5300U/15.6""/FHD/8GB/256GB/UMA/Free-DOS prenosni računalnik","364,99 €","LENOVO","Prenosniki za vsakdanjo uporabo","Big Bang","0 %","0 €"
"M1 Max with 10C CPU,","4.999,99 €","APPLE","Prenosniki za vsakdanjo uporabo","Big Bang","0 %","0 €"
"LENOVO IdeaPad 3 i5-1135G7 8GB 256GB W10H","649,99 €","LENOVO","Prenosniki za vsakdanjo uporabo","Big Bang","0 %","0 €"
"ASUS Vivobook K513EA-BN521 39,6 cm (15,6"")/i5/16GB/1TB/W10H prenosni računalnik","908,99 €","ASUS","Prenosniki za vsakdanjo uporabo","Big Bang","0 %","0 €"
"DELL Inspiron 3501 39,6 cm (15,6"")/i5/16GB/1TB/W10H","812,99 €","DELL","Prenosniki za vsakdanjo uporabo","Big Bang","0 %","0 €"
"ASUS ZenBook UX425EA WB723R 14''/i7/16GB/1TB/W10P prenosni računalnik","1.369,99 €","ASUS","Prenosniki za vsakdanjo uporabo","Big Bang","0 %","0 €"
"LENOVO YOGA 7 35,6 cm (14"") Ryzen 5 6600U/16GB/512GB/W11H (82QF003VSC) prenosni računalnik","1.164,99 €","LENOVO","Prenosniki za vsakdanjo uporabo","Big Bang","0 %","0 €"
"ASUS Vivobook 15 X1502ZA BQ512W 39,6 cm (15,6"")/i5-1235U/8GB/512GB/W11H prenosni računalnik","744,99 €","ASUS","Prenosniki za vsakdanjo uporabo","Big Bang","0 %","0 €"
"IdeaPad 3 i3 8GB 256 GB","649,99 €","LENOVO","Prenosniki za vsakdanjo uporabo","Big Bang","0 %","0 €"
"APPLE MacBook Pro 16 M2 MAX GPU/32G/1T-CRO prenosni računalnik Space Gray","4.449,99 €","APPLE","Prenosniki za vsakdanjo uporabo","Big Bang","0 %","0 €"
"LENOVO IdeaPad 3 Intel Core i5-1235U/39,6 cm (15,6"")/8GB/256GB/UMA/W11H prenosni računalnik Arctic Grey","901,99 €","LENOVO","Prenosniki za vsakdanjo uporabo","Big Bang","0 %","0 €"
"ASUS Vivobook K513EA-OLED 15,6''/i5/16GB/512GB/W10H prenosni računalnik","949,99 €","ASUS","Prenosniki za vsakdanjo uporabo","Big Bang","0 %","0 €"
"LENOVO IdeaPad 3 39,6 cm (15,6"")/R3/8GB/256GB/W10H prenosni računalnik","620,49 €","LENOVO","Prenosniki za vsakdanjo uporabo","Big Bang","0 %","0 €"
